instrument_id,month,date,value,kind,source,retrieved_at,note
FUND_STK_LB,2025-04,2025-04-30,339.19281546,price,cvm_inf_diario,2026-09-11T13:31:16+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TREND_INB,2023-04,2023-04-28,1.23059127,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO)
FUND_TREND_INB,2023-05,2023-05-31,1.24488216,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO)
FUND_TREND_INB,2023-06,2023-06-30,1.25865403,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO)
FUND_TREND_INB,2023-07,2023-07-31,1.27201607,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO)
FUND_TREND_INB,2023-08,2023-08-31,1.28693272,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO)
FUND_TREND_INB,2023-09,2023-09-29,1.29977729,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO)
FUND_TREND_INB,2023-10,2023-10-31,1.31248272,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO)
FUND_TREND_INB,2023-11,2023-11-30,1.32428884,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO)
FUND_TREND_INB,2023-12,2023-12-29,1.33638895,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TREND_INB,2024-01,2024-01-31,1.34950718,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TREND_INB,2024-02,2024-02-29,1.36040795,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TREND_INB,2024-03,2024-03-28,1.37189006,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TREND_INB,2024-04,2024-04-30,1.38425269,price,cvm_inf_diario,2026-09-11T13:30:59+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TREND_INB,2024-05,2024-05-31,1.39575913,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TREND_INB,2024-06,2024-06-28,1.4069984,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
FUND_TREND_INB,2024-07,2024-07-31,1.41999735,price,cvm_inf_diario,2026-09-11T13:42:09+00:00,cota do ultimo dia util do mes (CNPJ_FUNDO_CLASSE)
