instrument_id,symbol,Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,source,retrieved_at
LREN3,LREN3.SA,2025-03-31 00:00:00-03:00,12.449999809265137,12.5600004196167,12.229999542236328,12.229999542236328,11.390050888061523,18602900,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-01 00:00:00-03:00,12.220000267028809,12.819999694824219,12.180000305175781,12.609999656677246,11.743952751159668,11998400,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-02 00:00:00-03:00,12.609999656677246,13.069999694824219,12.609999656677246,12.970000267028809,12.079228401184082,13972600,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-03 00:00:00-03:00,12.970000267028809,13.569999694824219,12.970000267028809,13.260000228881836,12.349310874938965,19786200,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-04 00:00:00-03:00,12.890000343322754,12.960000038146973,12.390000343322754,12.649999618530273,11.781206130981445,23822500,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-07 00:00:00-03:00,12.390000343322754,12.75,12.029999732971191,12.119999885559082,11.287606239318848,26951700,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-08 00:00:00-03:00,12.300000190734863,12.569999694824219,11.90999984741211,11.989999771118164,11.166533470153809,17882800,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-09 00:00:00-03:00,11.859999656677246,12.779999732971191,11.770000457763672,12.760000228881836,11.883650779724121,28772800,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-10 00:00:00-03:00,12.649999618530273,12.960000038146973,12.489999771118164,12.670000076293945,11.799832344055176,19449300,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-11 00:00:00-03:00,12.75,12.979999542236328,12.539999961853027,12.800000190734863,11.920904159545898,15532900,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-14 00:00:00-03:00,13.109999656677246,13.229999542236328,12.970000267028809,13.010000228881836,12.116480827331543,13359500,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-15 00:00:00-03:00,12.949999809265137,13.100000381469727,12.789999961853027,12.800000190734863,11.920904159545898,12927800,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-16 00:00:00-03:00,12.680000305175781,12.84000015258789,12.460000038146973,12.640000343322754,11.771892547607422,12779500,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-17 00:00:00-03:00,12.5600004196167,12.90999984741211,12.520000457763672,12.800000190734863,11.920904159545898,14522900,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-22 00:00:00-03:00,12.720000267028809,12.930000305175781,12.5600004196167,12.8100004196167,11.930217742919922,8556600,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-23 00:00:00-03:00,13.100000381469727,13.199999809265137,12.90999984741211,12.90999984741211,12.02334976196289,18437200,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-24 00:00:00-03:00,13.010000228881836,13.75,12.970000267028809,13.649999618530273,12.712526321411133,14287700,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-25 00:00:00-03:00,13.640000343322754,14.010000228881836,13.59000015258789,13.84000015258789,12.889477729797363,15879100,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-28 00:00:00-03:00,13.9399995803833,14.609999656677246,13.90999984741211,14.300000190734863,13.31788444519043,15860500,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-29 00:00:00-03:00,14.319999694824219,14.979999542236328,14.300000190734863,14.539999961853027,13.541401863098145,15482000,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-04-30 00:00:00-03:00,14.489999771118164,14.880000114440918,14.369999885559082,14.609999656677246,13.606595039367676,14584400,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-05-02 00:00:00-03:00,14.720000267028809,14.880000114440918,14.520000457763672,14.880000114440918,13.858051300048828,18985200,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
LREN3,LREN3.SA,2025-05-05 00:00:00-03:00,14.819999694824219,15.210000038146973,14.649999618530273,14.649999618530273,13.643847465515137,13127200,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
