instrument_id,symbol,Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,source,retrieved_at
HAPV3,HAPV3.SA,2025-03-17 00:00:00-03:00,32.70000076293945,34.64999771118164,32.25,34.349998474121094,34.349998474121094,5834193,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
HAPV3,HAPV3.SA,2025-03-18 00:00:00-03:00,34.349998474121094,37.04999923706055,34.349998474121094,35.39999771118164,35.39999771118164,9601900,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
HAPV3,HAPV3.SA,2025-03-19 00:00:00-03:00,35.39999771118164,35.70000076293945,33.14999771118164,33.89999771118164,33.89999771118164,13499786,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
HAPV3,HAPV3.SA,2025-03-20 00:00:00-03:00,31.049999237060547,36.599998474121094,31.049999237060547,33.75,33.75,35058346,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
HAPV3,HAPV3.SA,2025-03-21 00:00:00-03:00,33.75,34.04999923706055,32.25,32.54999923706055,32.54999923706055,6968360,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
HAPV3,HAPV3.SA,2025-03-24 00:00:00-03:00,32.54999923706055,33.0,31.049999237060547,31.19999885559082,31.19999885559082,4238393,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
HAPV3,HAPV3.SA,2025-03-25 00:00:00-03:00,32.39999771118164,34.20000076293945,32.25,33.45000076293945,33.45000076293945,5882000,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
HAPV3,HAPV3.SA,2025-03-26 00:00:00-03:00,33.29999923706055,34.20000076293945,33.14999771118164,33.45000076293945,33.45000076293945,4622153,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
HAPV3,HAPV3.SA,2025-03-27 00:00:00-03:00,33.89999771118164,35.70000076293945,33.45000076293945,35.25,35.25,5642646,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
HAPV3,HAPV3.SA,2025-03-28 00:00:00-03:00,34.95000076293945,35.099998474121094,33.45000076293945,34.5,34.5,4564973,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
HAPV3,HAPV3.SA,2025-03-31 00:00:00-03:00,33.89999771118164,34.349998474121094,32.39999771118164,33.14999771118164,33.14999771118164,5126386,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
HAPV3,HAPV3.SA,2025-04-01 00:00:00-03:00,33.14999771118164,34.04999923706055,32.70000076293945,33.29999923706055,33.29999923706055,3488453,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
HAPV3,HAPV3.SA,2025-04-02 00:00:00-03:00,33.14999771118164,34.349998474121094,32.39999771118164,32.70000076293945,32.70000076293945,3226273,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
HAPV3,HAPV3.SA,2025-04-03 00:00:00-03:00,32.54999923706055,34.349998474121094,32.54999923706055,33.75,33.75,4142380,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
HAPV3,HAPV3.SA,2025-04-04 00:00:00-03:00,33.0,33.14999771118164,31.649999618530273,31.94999885559082,31.94999885559082,4500406,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
HAPV3,HAPV3.SA,2025-04-07 00:00:00-03:00,31.499998092651367,32.849998474121094,30.599998474121094,30.899999618530273,30.899999618530273,5732480,0.0,0.0,yahoo,2026-09-10T22:10:20+00:00
